Texto,Label,Tipo,Veredito original,Fonte,URL,Data,Arquivo bruto
Lula recebeu notificação direta de Donald Trump para libertar Bolsonaro,Fake,claim,Falso,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2026/01/28/falso-trump-oficio-lula-libertacao-bolsonaro.htm,2026-01-28 08:00:00,data/raw\factcheck_Bolsonaro_0.csv
Tribunal Militar nega pedido para cassar patente de Bolsonaro.,Fake,claim,Enganador,Observador,https://observador.pt/factchecks/tribunal-militar-rejeita-pedido-para-cassar-patente-de-ex-presidente-jair-bolsonaro/,2026-01-28 08:00:00,data/raw\factcheck_Bolsonaro_0.csv
Manifestação pró-Bolsonaro na Av. Paulista no dia 25 de janeiro de 2026,Fake,claim,Falso,AFP Checamos,https://checamos.afp.com/doc.afp.com.94826NQ,2026-01-27 08:00:00,data/raw\factcheck_Bolsonaro_100.csv
Reajuste do salário dos professores: piso do amor do Lula R$ 18 e piso do ódio do Bolsonaro R$ 959,Fake,claim,Enganoso,AFP Checamos,https://checamos.afp.com/doc.afp.com.93PZ7G4,2026-01-22 08:00:00,data/raw\factcheck_Bolsonaro_100.csv
Nikolas Ferreira é acompanhado de multidão em caminhada contra prisão de Bolsonaro ao lado de André Fernandes e Gustavo Gayer,Fake,claim,Falso,BOL - UOL,https://www.bol.uol.com.br/noticias/2026/01/22/foto-de-multidao-em-caminhada-com-nikolas-ferreira-e-ia.htm,2026-01-22 08:00:00,data/raw\factcheck_Bolsonaro_100.csv
"Damares chamou Bolsonaro de ""tirano"" em entrevista",Fake,claim,Enganoso,Estadão,https://www.estadao.com.br/estadao-verifica/damares-chamou-moraes-tirano-nao-bolsonaro/,2026-01-21 08:00:00,data/raw\factcheck_Bolsonaro_100.csv
"Gasolina, gás, café e picanha eram mais baratos no governo Bolsonaro que no governo Lula.",Fake,claim,Enganoso,Estadão,https://www.estadao.com.br/estadao-verifica/enganoso-comparacao-valores-gasolina-gas-cafe-carne-governos-bolsonaro-lula/,2026-01-21 08:00:00,data/raw\factcheck_Bolsonaro_100.csv
Abaixo-assinado pela libertação de Bolsonaro já tem 40 milhões de assinaturas,Fake,claim,Falso,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2026/01/21/video-de-abaixo-assinado-para-libertar-jair-bolsonaro-e-ia.htm,2026-01-21 08:00:00,data/raw\factcheck_Bolsonaro_100.csv
"""Médico dá somente alguns de vida a Bolsonaro!!!""",Fake,claim,Falso,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2026/01/19/falso-bolsonaro-diagnostico-poucos-dias-vida.htm,2026-01-19 08:00:00,data/raw\factcheck_Bolsonaro_100.csv
Abaixo-assinado com 40 milhões de assinaturas pela libertação de Bolsonaro,Fake,claim,Falso,Estadão,https://www.estadao.com.br/estadao-verifica/abaixo-assinado-libertar-bolsonaro-falso-ia/,2026-01-19 08:00:00,data/raw\factcheck_Bolsonaro_100.csv
Bolsonaro apanhou na prisão. Michelle está desesperada! Conselho de Medicina solta bomba. Moraes mentiu!,Fake,claim,Falso,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2026/01/19/falso-jair-bolsonaro-agredido-prisao.htm,2026-01-19 08:00:00,data/raw\factcheck_Bolsonaro_100.csv
Médico dá somente alguns dias de vida a Bolsonaro.,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/bolsonaro-nao-recebeu-diagnostico-somente-alguns-dias-vida/,2026-01-16 08:00:00,data/raw\factcheck_Bolsonaro_100.csv
"Jair Messias Bolsonaro passou mal e desmaiou na cadeia. Quando chegou ao hospital, os funcionários receberam o capitão orando pela sua vida e saúde. Que o mal que está a ser praticado contra Bolsonaro volte em dobro para quem é culpado desta perseguição e tirania. Em nome de Jesus a justiça virá.",Fake,claim,Errado,Observador,https://observador.pt/factchecks/fact-check-video-mostra-jair-bolsonaro-no-hospital-depois-de-ter-desmaiado-na-prisao/,2026-01-14 08:00:00,data/raw\factcheck_Bolsonaro_100.csv
Bolsonaro desmaia na cadeia e é levado às pressas para hospital 12/12/2025,Fake,claim,Falso,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2025/12/16/e-falso-que-bolsonaro-passou-mal-na-prisao-e-foi-levado-a-hospital.htm,2025-12-16 08:00:00,data/raw\factcheck_Bolsonaro_100.csv
Vídeo mostra Bolsonaro deixando hospital em 12 de dezembro após ser curado de câncer,Fake,claim,Enganoso,Estadão,https://www.estadao.com.br/estadao-verifica/bolsonaro-hospital-cirurgia/,2025-12-16 08:00:00,data/raw\factcheck_Bolsonaro_100.csv
Vídeo mostra Bolsonaro recebendo alta no dia 11/12 após ser hospitalizado,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/bolsonaro-nao-foi-para-hospital-nem-recebeu-alta-no-dia-11-de-dezembro/,2025-12-12 08:00:00,data/raw\factcheck_Bolsonaro_100.csv
Bolsonaro passou mal na prisão e foi levado às pressas ao hospital nesta quinta (11),Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/bolsonaro-hospital-11-dezembro-2025/,2025-12-12 08:00:00,data/raw\factcheck_Bolsonaro_100.csv
Protesto contra a prisão de Bolsonaro.,Fake,claim,Errado,Observador,https://observador.pt/factchecks/fact-check-video-mostra-protesto-contra-prisao-do-ex-presidente-brasileiro-jair-bolsonaro/,2025-12-11 08:00:00,data/raw\factcheck_Bolsonaro_100.csv
Ministro Luiz Fux diz que Bolsonaro vai ser volto e será candidato à Presidência,Fake,claim,Falso,Estadão,https://www.estadao.com.br/estadao-verifica/fux-bolsonaro-vai-ser-solto-e-sera-candidato-presidencia-falso-ia/,2025-12-04 08:00:00,data/raw\factcheck_Bolsonaro_100.csv
Protesto contra a prisão definitiva de Bolsonaro,Fake,claim,Fora de contexto,Estadão,https://www.estadao.com.br/estadao-verifica/video-bolsonaro-manifestacao-prisao-goiania-fora-de-contexto/,2025-12-01 08:00:00,data/raw\factcheck_Bolsonaro_100.csv
Vídeo mostra Bolsonaro recebendo atendimento médico na sede da PF após prisão,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/video-mostra-atendimento-medico-a-bolsonaro-em-abril-nao-apos-prisao/,2025-12-01 08:00:00,data/raw\factcheck_Bolsonaro_100.csv
Imagens mostram brasileiros a manifestar-se em São Paulo após ordem de prisão para Bolsonaro.,Fake,claim,Errado,Observador,https://observador.pt/factchecks/fact-check-imagens-mostram-brasileiros-a-manifestar-se-em-sao-paulo-apos-ordem-de-prisao-para-bolsonaro/,2025-11-28 08:00:00,data/raw\factcheck_Bolsonaro_100.csv
Putin diz que na Rússia golpistas são executados em referência à prisão de Bolsonaro,Fake,claim,Falso,AFP Checamos,https://checamos.afp.com/doc.afp.com.86J4463,2025-11-28 08:00:00,data/raw\factcheck_Bolsonaro_100.csv
Famosos pedem anistia a Bolsonaro,Fake,claim,Falso,Estadão,https://www.estadao.com.br/estadao-verifica/fotos-artistas-liberdade-bolsonaro-inteligencia-artificial/,2025-11-27 08:00:00,data/raw\factcheck_Bolsonaro_100.csv
"""Presidente Putin sobre a prisão de Bolsonaro: ""O Brasil está lidando da forma deles, na Rússia, golpistas e traidores são executados""""",Fake,claim,Errado,Observador,https://observador.pt/factchecks/fact-check-putin-reagiu-a-prisao-de-bolsonaro-afirmando-que-na-russia-os-traidores-sao-executados/,2025-11-27 08:00:00,data/raw\factcheck_Bolsonaro_100.csv
Bolsonaro recebe homenagem militar dos EUA,Fake,claim,Falso,AFP Checamos,https://checamos.afp.com/doc.afp.com.86B28NQ,2025-11-26 08:00:00,data/raw\factcheck_Bolsonaro_100.csv
Caminhoneiros protestam contra prisão de Bolsonaro,Fake,claim,Enganoso,Estadão,https://www.estadao.com.br/estadao-verifica/video-manifestacao-caminhoneiros-bolsonaro-prisao-recife/,2025-11-26 08:00:00,data/raw\factcheck_Bolsonaro_100.csv
Vídeo mostra reação de Bolsonaro à prisão de Lula e de Lula à prisão de Bolsonaro,Fake,claim,Enganoso,Estadão,https://www.estadao.com.br/estadao-verifica/racao-bolsonaro-lula-prisoes-adversarios-enganoso-papuda-lhe-espera/,2025-11-24 08:00:00,data/raw\factcheck_Bolsonaro_100.csv
Cenas mostram protestos contra a prisão de Jair Bolsonaro (PL) no dia 22 de novembro de 2025,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-videos-mostram-protestos-recentes-contra-prisao-de-bolsonaro/,2025-11-24 08:00:00,data/raw\factcheck_Bolsonaro_100.csv
"Superior Tribunal Militar disse que Bolsonaro não pode cumprir pena no presídio da Papuda, em Brasília",Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/superior-tribunal-militar-nao-impediu-bolsonaro-de-cumprir-pena-na-papuda/,2025-11-14 08:00:00,data/raw\factcheck_Bolsonaro_100.csv
Post diz que obra da ponte que liga Pará e Tocantins foi feita apenas no governo Lula,Fake,claim,Falso,Folha - UOL,https://www1.folha.uol.com.br/mercado/2025/11/ponte-que-liga-para-e-tocantins-comecou-a-ser-construida-no-governo-bolsonaro.shtml,2025-11-27 08:00:00,data/raw\factcheck_Bolsonaro_100.csv
Trump diz: Bolsonaro não é assunto da nossa conta,Fake,claim,Enganoso,AFP Checamos,https://checamos.afp.com/doc.afp.com.82F32NQ,2025-10-29 07:00:00,data/raw\factcheck_Bolsonaro_100.csv
Nikolas Ferreira diz que ministro Luiz Fux precisa concluir pesquisa para libertar Bolsonaro,Fake,claim,Falso,Estadão,https://www.estadao.com.br/estadao-verifica/fux-inocenta-bolsonaro-pesquisa-soltar-ex-presidente/,2025-10-28 07:00:00,data/raw\factcheck_Bolsonaro_100.csv
Carlos Bolsonaro aprovou o Dia do Heterossexual,Fake,claim,Enganoso,Estadão,https://www.estadao.com.br/estadao-verifica/falso-carlos-bolsonaro-aprovado-dia-do-heterossexual/,2025-11-19 08:00:00,data/raw\factcheck_Bolsonaro_100.csv
Donald Trump nomeou Jair Bolsonaro para cargo em comissão internacional e ele terá imunidade total,Fake,claim,Falso,Estadão,https://www.estadao.com.br/estadao-verifica/trump-nomeou-bolsonaro-para-liderar-comissao-imunidade-total-falso/,2025-10-24 07:00:00,data/raw\factcheck_Bolsonaro_100.csv
Trump concederá imunidade total a Bolsonaro por meio de cargo internacional,Fake,claim,Falso,AFP Checamos,https://checamos.afp.com/doc.afp.com.79NJ7WE,2025-10-22 07:00:00,data/raw\factcheck_Bolsonaro_100.csv
Ana Paula Henkel fala sobre vista de Donald Trump a Jair Bolsonaro,Fake,claim,Falso,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2025/10/10/falso-video-ana-paula-henkel-visita-trump-bolsonaro.htm,2025-10-10 07:00:00,data/raw\factcheck_Bolsonaro_100.csv
Moraes retira segurança pessoal de Bolsonaro e aumenta risco de atentado,Fake,claim,Distorcido,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2025/10/09/enganoso-moraes-retirou-seguranca-jair-bolsonaro.htm,2025-10-09 07:00:00,data/raw\factcheck_Bolsonaro_100.csv
Alexandre de Moraes retirou toda a segurança pessoal de Bolsonaro,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/moraes-nao-retirou-seguranca-pessoal-bolsonaro/,2025-10-01 07:00:00,data/raw\factcheck_Bolsonaro_100.csv
Alexandre de Moraes suspende direito de Bolsonaro contar com seguranças e carros oficiais,Fake,claim,Enganoso,Estadão,https://www.estadao.com.br/estadao-verifica/alexadre-moraes-suspende-seguranca-bolsonaro-enganoso/,2025-09-30 07:00:00,data/raw\factcheck_Bolsonaro_100.csv
Conde de Portugal escreveu texto laudatório sobre Bolsonaro.,Fake,claim,Errado,Observador,https://observador.pt/factchecks/fact-check-conde-portugal-escreveu-texto-laudatorio-sobre-bolsonaro/,2025-09-29 07:00:00,data/raw\factcheck_Bolsonaro_100.csv
Vídeo mostra Moraes e Alckmin sendo hostilizados em Brasília após julgamento de Bolsonaro,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/video-que-mostra-moraes-e-alckmin-sendo-hostilizados-e-de-2016-nao-recente/,2025-09-19 07:00:00,data/raw\factcheck_Bolsonaro_100.csv
Eduardo Bolsonaro disse que o governo dos EUA virá ao Brasil resgatar Jair Bolsonaro,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/falso-que-eduardo-bolsonaro-disse-que-jair-bolsonaro-sera-resgatado-pelos-eua/,2025-09-18 07:00:00,data/raw\factcheck_Bolsonaro_100.csv
FUX DETONA MORAES E DIZ QUE ELE PERSEGUE BOLSONARO DURANTE SEU VOTO,Fake,claim,Falso,AFP Checamos,https://checamos.afp.com/doc.afp.com.74LE3KE,2025-09-15 07:00:00,data/raw\factcheck_Bolsonaro_100.csv
"Bolsonaro disse ""estar morrendo"" a Alexandre de Moraes",Fake,claim,Falso,Estadão,https://www.estadao.com.br/estadao-verifica/bolsonaro-alexandre-moraes-esta-morrendo-falso/,2025-09-10 07:00:00,data/raw\factcheck_Bolsonaro_100.csv
"Foi declarada hoje uma nova sanção que pode eleger o capitão em 2026, mas que para isso aconteça ele precisa da sua ajuda. O STF determinou que se a multa de 30 milhões for paga na data prevista, o líder pode concorrer à presidência em 2026.",Fake,claim,Errado,Observador,https://observador.pt/factchecks/fact-check-bolsonaro-pode-concorrer-as-eleicoes-presidenciais-de-pagar-multa-de-30-milhoes/,,data/raw\factcheck_Bolsonaro_100.csv
Revista Veja chama de farsa o julgamento de Bolsonaro no STF,Fake,claim,Falso,AFP Checamos,https://checamos.afp.com/doc.afp.com.73AW89E,2025-09-03 07:00:00,data/raw\factcheck_Bolsonaro_100.csv
PGR se manifestou recentemente contra pedido de prisão de Bolsonaro,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/parecer-da-pgr-contra-prisao-de-jair-bolsonaro-e-de-abril-nao-recente/,2025-08-15 07:00:00,data/raw\factcheck_Bolsonaro_100.csv
Foto mostra apoiadores em frente à casa de Bolsonaro após decretação de prisão domiciliar,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/foto-nao-mostra-manifestacao-de-apoiadores-apos-prisao-domiciliar-de-bolsonaro/,2025-08-06 07:00:00,data/raw\factcheck_Bolsonaro_100.csv
"O deputado federal Lindbergh Farias (PT-RJ) seria o mandante da facada contra Jair Bolsonaro (PL) em 2018, cometida por Adélio Bispo de Oliveira",Fake,claim,Falso,UOL Notícias,https://noticias.uol.com.br/comprova/ultimas-noticias/2025/08/04/adelio-atacou-bolsonaro-sem-auxilio-externo-concluiram-investigadores.htm,2025-08-04 07:00:00,data/raw\factcheck_Bolsonaro_100.csv
"Jornalistas noticiaram que Donald Trump mandou projetar bandeiras do Brasil na Times Square, em Nova York, em apoio a Jair Bolsonaro",Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/bandeiras-do-brasil-nao-foram-exibidas-na-times-square-em-apoio-a-bolsonaro/,2025-07-30 07:00:00,data/raw\factcheck_Bolsonaro_100.csv
STF suspende todas as prisões de Bolsonaro e ele está elegível novamente,Fake,claim,Falso,Estadão,https://www.estadao.com.br/estadao-verifica/falso-stf-suspendeu-prisao-bolsonaro-elegivel/,2025-07-30 07:00:00,data/raw\factcheck_Bolsonaro_100.csv
Polícia Federal enviou pen drive encontrado na casa de Bolsonaro para o ministro Alexandre de Moraes,Fake,claim,Enganoso,AFP Checamos,https://checamos.afp.com/doc.afp.com.67RK3WE,2025-07-24 07:00:00,data/raw\factcheck_Bolsonaro_100.csv
Trump diz que Bolsonaro é seu amigo e que irá buscá-lo no Brasil,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/trump-nao-disse-que-bolsonaro-e-seu-amigo-e-que-pode-vir-busca-lo-no-brasil/,2025-07-24 07:00:00,data/raw\factcheck_Bolsonaro_100.csv
STF não deu prazo para ouvir as testemunhas de Bolsonaro,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/eduardo-bolsonaro-mente-omite-fatos-processo-pai-entrevista-inteligencia-ltda/,2025-07-22 07:00:00,data/raw\factcheck_Bolsonaro_100.csv
Bolsonaro teve somente 15 dias para se defender das acusações da PGR,Fake,claim,não_é_bem_assim,Aos Fatos,https://www.aosfatos.org/noticias/eduardo-bolsonaro-mente-omite-fatos-processo-pai-entrevista-inteligencia-ltda/,2025-07-22 07:00:00,data/raw\factcheck_Bolsonaro_100.csv
Alexandre de Moraes anunciou que Bolsonaro irá fugir para os EUA,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/moraes-nao-anunciou-que-bolsonaro-esta-planejando-fugir-do-brasil/,2025-07-16 07:00:00,data/raw\factcheck_Bolsonaro_100.csv
"Flávio Bolsonaro, que também está no inquérito do golpe, acaba de fugir do Brasil. O golpista foi para a Europa.",Fake,claim,Enganador,Observador,https://observador.pt/factchecks/fact-check-filho-de-bolsonaro-fugiu-do-brasil-para-a-europa-para-escapar-a-investigacao-sobre-golpe-de-estado/,2025-07-28 07:00:00,data/raw\factcheck_Bolsonaro_100.csv
"Lula não perdeu o passaporte dele, não botou tornozeleira, e deu entrevista de dentro da cadeia",Fake,claim,não_é_bem_assim,Aos Fatos,https://www.aosfatos.org/noticias/eduardo-bolsonaro-mente-omite-fatos-processo-pai-entrevista-inteligencia-ltda/,2025-07-22 07:00:00,data/raw\factcheck_Bolsonaro_100.csv
"O pai do presidente da Câmara, Hugo Motta (Republicanos-PB), foi alvo de uma operação da Polícia Federal",Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/eduardo-bolsonaro-mente-omite-fatos-processo-pai-entrevista-inteligencia-ltda/,2025-07-22 07:00:00,data/raw\factcheck_Bolsonaro_100.csv
A PGR teve oito meses para construir toda a sua peça acusatória,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/eduardo-bolsonaro-mente-omite-fatos-processo-pai-entrevista-inteligencia-ltda/,2025-07-22 07:00:00,data/raw\factcheck_Bolsonaro_100.csv
"Eu ouvi a declaração do ministro José Múcio, da Defesa, no Roda Viva, há poucos meses, ele falando que o 8 de Janeiro não foi golpe. Também o ex-ministro Aldo Rebelo, a mesma coisa. Também o ex-ministro da Defesa, Nelson Jobim, a mesma coisa — que foi presidente do TSE, inclusive. Outras [pessoas]... José Sarney… todo mundo falando isso, respeitosamente.",Fake,claim,não_é_bem_assim,Aos Fatos,https://www.aosfatos.org/noticias/no-stf-bolsonaro-mente-ao-responder-acusacoes-de-fraude-e-golpismo/,2025-06-10 07:00:00,data/raw\factcheck_Bolsonaro_100.csv
"O outro lado podia tudo, até acusar de genocida",Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/no-stf-bolsonaro-mente-ao-responder-acusacoes-de-fraude-e-golpismo/,2025-06-10 07:00:00,data/raw\factcheck_Bolsonaro_100.csv
"Aquelas 1.500 pessoas, pobres, coitadas, que até foi levantada por um dos que me antecederam agora há pouco aqui. Cem ônibus chegaram na região do setor ambiental urbano, na madrugada de domingo. E o pessoal foi embora logo depois da baderna e sobrou para quem estava acampado aqui. Quem realmente fez foi embora.",Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/no-stf-bolsonaro-mente-ao-responder-acusacoes-de-fraude-e-golpismo/,2025-06-10 07:00:00,data/raw\factcheck_Bolsonaro_100.csv
"Daí eu convidei os embaixadores para mostrar o inquérito 1361, e com todo respeito, mesmo que seja um outro... Um outro foco, um inquérito, após a minha conversa com os embaixadores, no dia seguinte, ser classificado como confidencial, a gente fica um pouco surpreso com isso",Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/no-stf-bolsonaro-mente-ao-responder-acusacoes-de-fraude-e-golpismo/,2025-06-10 07:00:00,data/raw\factcheck_Bolsonaro_100.csv
Bolsonaro diz que se recusa estar inelegível e anuncia candidatura para Presidência em 2026,Fake,claim,Falso,Estadão,https://www.estadao.com.br/estadao-verifica/bolsonaro-anuncia-candidatura-2026-falso/,2025-06-10 07:00:00,data/raw\factcheck_Bolsonaro_100.csv
"Quando nós peticionamos o TSE sobre possíveis vulnerabilidades, no dia seguinte não foi acolhido, não se discute nada mais além disso, e nos surpreendeu uma multa de R$ 22 milhões. Essa multa nos abalou e, no nosso entendimento, se a gente viesse a recorrer da multa ou da petição a multa poderia ser agravada e outras coisas poderiam acontecer",Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/no-stf-bolsonaro-mente-ao-responder-acusacoes-de-fraude-e-golpismo/,2025-06-10 07:00:00,data/raw\factcheck_Bolsonaro_100.csv
"Na semana seguinte ao segundo turno de 2018, foi instalado o inquérito 1361 para apurar inconsistências, fragilidade do sistema eleitoral.",Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/no-stf-bolsonaro-mente-ao-responder-acusacoes-de-fraude-e-golpismo/,2025-06-10 07:00:00,data/raw\factcheck_Bolsonaro_100.csv
Foi pedida a prisão de Bolsonaro; Polícia Federal monitora fuga,Fake,claim,Falso,Estadão,https://www.estadao.com.br/estadao-verifica/pedido-prisao-bolsonaro-delacao-mourao-enganoso/,2025-06-06 07:00:00,data/raw\factcheck_Bolsonaro_100.csv
Bolsonaro foi aplaudido na chegada ao próprio julgamento,Fake,claim,Falso,Estadão,https://www.estadao.com.br/estadao-verifica/video-bolsonaro-aplaudido-julgamento-stf-falso/,2025-05-26 07:00:00,data/raw\factcheck_Bolsonaro_100.csv
